Well,528/20,590/20
A1,397
B1,411
C1,1398
D1,639
E1,3212
F1,1173
G1,1
H1,1
A2,394
B2,413
C2,749
D2,547
E2,1532
F2,945
G2,1
H2,2
A3,366
B3,402
C3,557
D3,488
E3,958
F3,729
G3,1
H3,2
A4,0
B4,0
C4,1
D4,2
E4,5
F4,3
G4,2
H4,1
A5,382
B5,385
C5,2356
D5,1122
E5,4490
F5,1680
G5,3
H5,0
A6,384
B6,396
C6,886
D6,736
E6,1570
F6,1046
G6,3
H6,4
A7,371
B7,383
C7,761
D7,426
E7,1147
F7,420
G7,4
H7,2
A8,0
B8,0
C8,2
D8,1
E8,8
F8,1
G8,3
H8,3
A9,0
B9,1
C9,1
D9,2
E9,2
F9,1
G9,2
H9,6
A10,378
B10,370
C10,423
D10,569
E10,479
F10,489
G10,2
H10,9
A11,0
B11,6
C11,0
D11,3
E11,2
F11,0
G11,1
H11,2
A12,317
B12,370
C12,356
D12,356
E12,450
F12,434
G12,2
H12,1

